Date,VIX Index,OVX Index,MOVE Index,DXY Curncy,FDTR Index,FDFD Index,GT10 Govt,GDP CQOQ Index,BENWUSGC Index,GDGCAFJP Index,STLNENIC Index,NAPMPMI Index,SPX Index,ES1 Index,MXWO Index
01/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.47,8.25,#N/A N/A,11.514,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,167.24,#N/A N/A,187.2
02/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.23,8.25,#N/A N/A,11.741,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,165.37,#N/A N/A,185.51
03/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.97,8.25,#N/A N/A,11.6,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,164.57,#N/A N/A,184.75
04/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.11,8.25,#N/A N/A,11.6,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,163.68,#N/A N/A,184.59
07/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.81,8.25,#N/A N/A,11.503,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,164.24,#N/A N/A,184.75
08/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.91,8.25,#N/A N/A,11.428,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,163.99,#N/A N/A,185.56
09/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.4,8.25,#N/A N/A,11.46,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,165.18,#N/A N/A,186.39
10/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.8,8.25,#N/A N/A,11.503,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,168.31,#N/A N/A,188.8
11/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.41,8.25,#N/A N/A,11.567,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,167.91,#N/A N/A,188.49
14/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.89,8.25,#N/A N/A,11.567,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,170.51,#N/A N/A,189.28
15/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.47,8.25,#N/A N/A,11.459,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,170.81,#N/A N/A,189.28
16/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.64,8.25,#N/A N/A,11.459,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,171.19,#N/A N/A,190.22
17/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.46,8.25,#N/A N/A,11.363,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,170.73,#N/A N/A,189.95
18/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.47,8.25,#N/A N/A,11.406,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,171.32,#N/A N/A,190.5
21/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.47,8.25,#N/A N/A,11.406,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,175.23,#N/A N/A,193.59
22/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.87,8.25,#N/A N/A,11.226,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,175.48,#N/A N/A,194.07
23/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.46,8.25,#N/A N/A,11.189,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,177.3,#N/A N/A,194.48
24/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.6,8.25,#N/A N/A,11.064,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,176.71,#N/A N/A,194.3
25/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.01,8.25,#N/A N/A,11.074,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,177.35,#N/A N/A,194.68
28/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.02,8.25,#N/A N/A,11.1,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,177.4,#N/A N/A,194.39
29/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.27,8.25,#N/A N/A,11.001,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,179.18,#N/A N/A,195.72
30/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.91,8.25,#N/A N/A,11.089,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.6,179.39,#N/A N/A,196.64
31/01/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.72,8.25,#N/A N/A,11.173,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,179.63,#N/A N/A,197.06
01/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.47,8.25,#N/A N/A,11.32,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,178.63,#N/A N/A,195.92
04/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,154.94,8.25,#N/A N/A,11.309,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,180.35,#N/A N/A,195.59
05/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,155.42,8.25,#N/A N/A,11.298,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,180.61,#N/A N/A,195.83
06/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,155.31,8.25,#N/A N/A,11.337,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,180.43,#N/A N/A,195.76
07/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,156.02,8.25,#N/A N/A,11.433,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,181.82,#N/A N/A,196.75
08/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,156.51,8.25,#N/A N/A,11.358,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,182.19,#N/A N/A,197.1
11/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,157.39,8.25,#N/A N/A,11.39,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,180.51,#N/A N/A,195.32
12/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,157.39,8.25,#N/A N/A,11.39,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,180.56,#N/A N/A,194.43
13/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,158.54,9,#N/A N/A,11.347,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,183.35,#N/A N/A,196.06
14/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,157.99,9,#N/A N/A,11.263,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,182.41,#N/A N/A,196.56
15/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,156.97,9,#N/A N/A,11.347,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,181.6,#N/A N/A,197.33
18/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,156.97,9,#N/A N/A,11.347,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,181.6,#N/A N/A,196.6
19/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,158.81,9,#N/A N/A,11.4,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,181.33,#N/A N/A,196.26
20/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,159.63,9,#N/A N/A,11.573,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,181.18,#N/A N/A,196.23
21/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,160.69,9,#N/A N/A,11.573,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,180.19,#N/A N/A,195.54
22/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,162.04,9,#N/A N/A,11.573,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,179.36,#N/A N/A,193.95
25/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,164.72,9,#N/A N/A,11.573,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,179.23,#N/A N/A,193.58
26/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,164.08,9,#N/A N/A,11.573,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,181.17,#N/A N/A,194.91
27/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,159.89,9,#N/A N/A,11.573,3.3,#N/A N/A,#N/A N/A,#N/A N/A,50.3,180.71,#N/A N/A,196.92
28/02/1985,#N/A N/A,#N/A N/A,#N/A N/A,160.41,9,#N/A N/A,11.891,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,181.18,#N/A N/A,196.96
01/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,161.04,9,#N/A N/A,11.891,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,183.23,#N/A N/A,197.8
04/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,161.77,9,#N/A N/A,11.891,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,182.06,#N/A N/A,198.06
05/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,163.83,9,#N/A N/A,11.813,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,182.23,#N/A N/A,197.62
06/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,162.08,9,#N/A N/A,11.902,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,180.65,#N/A N/A,196.63
07/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,162.64,9,#N/A N/A,11.914,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.51,#N/A N/A,195.99
08/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,163.18,9,#N/A N/A,11.73,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.1,#N/A N/A,195.63
11/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,160.2,9,#N/A N/A,11.73,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,178.79,#N/A N/A,195.86
12/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,160.55,9,#N/A N/A,11.703,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.66,#N/A N/A,196.59
13/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,160.86,9,#N/A N/A,11.891,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,178.19,#N/A N/A,196.04
14/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,161.94,9,#N/A N/A,11.936,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,177.84,#N/A N/A,195.87
15/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,161.69,9,#N/A N/A,11.936,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,176.53,#N/A N/A,195.38
18/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,160.08,9,#N/A N/A,11.97,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,176.88,#N/A N/A,196.01
19/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,157.22,9,#N/A N/A,11.913,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.54,#N/A N/A,199.54
20/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,156.55,9,#N/A N/A,11.858,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.08,#N/A N/A,200.04
21/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,154.23,9,#N/A N/A,11.757,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.35,#N/A N/A,201.17
22/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,155.12,9,#N/A N/A,11.891,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.04,#N/A N/A,200.95
25/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,155.61,9,#N/A N/A,11.813,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,177.97,#N/A N/A,199.65
26/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,154.42,9,#N/A N/A,11.791,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,178.43,#N/A N/A,200.09
27/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.61,9,#N/A N/A,11.857,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.54,#N/A N/A,202.45
28/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.99,9,#N/A N/A,11.68,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,179.54,#N/A N/A,202.3
29/03/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.18,8.5,#N/A N/A,11.647,3.3,#N/A N/A,#N/A N/A,#N/A N/A,49.9,180.66,#N/A N/A,203.3
01/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.65,8.5,#N/A N/A,11.625,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,181.27,#N/A N/A,203.04
02/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.09,8.5,#N/A N/A,11.68,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,180.53,#N/A N/A,202.11
03/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.94,8.5,#N/A N/A,11.702,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,179.11,#N/A N/A,201.63
04/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.16,8.5,#N/A N/A,11.68,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,179.03,#N/A N/A,200.8
05/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.97,8.5,#N/A N/A,11.68,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,179.03,#N/A N/A,200.8
08/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.6,8.5,#N/A N/A,11.735,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,178.03,#N/A N/A,199.88
09/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.8,8.5,#N/A N/A,11.559,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,178.21,#N/A N/A,199.8
10/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.49,8.5,#N/A N/A,11.57,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,179.42,#N/A N/A,201.06
11/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.82,8.5,#N/A N/A,11.396,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,180.19,#N/A N/A,202.59
12/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.23,8.5,#N/A N/A,11.386,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,180.54,#N/A N/A,203.2
15/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.85,8.5,#N/A N/A,11.332,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,180.92,#N/A N/A,204.58
16/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.79,8.25,#N/A N/A,11.214,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,181.2,#N/A N/A,204.03
17/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.98,8.25,#N/A N/A,11.267,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,181.68,#N/A N/A,204.06
18/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,144.83,8.25,#N/A N/A,11.129,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,180.84,#N/A N/A,203.72
19/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,144.83,8.25,#N/A N/A,11.129,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,181.11,#N/A N/A,204.17
22/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.36,8.25,#N/A N/A,11.098,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,180.7,#N/A N/A,204
23/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.71,8.25,#N/A N/A,11.171,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,181.88,#N/A N/A,203.72
24/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.44,8.25,#N/A N/A,11.257,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,182.26,#N/A N/A,202.96
25/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.82,8.25,#N/A N/A,11.375,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,183.43,#N/A N/A,203.68
26/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.01,8.25,#N/A N/A,11.321,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,182.18,#N/A N/A,202.82
29/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.37,8.25,#N/A N/A,11.439,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.8,180.63,#N/A N/A,202.25
30/04/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.7,8.25,#N/A N/A,11.385,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,179.83,#N/A N/A,202.24
01/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,151.57,8.25,#N/A N/A,11.288,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,178.37,#N/A N/A,200.4
02/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.41,8.25,#N/A N/A,11.224,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,179.01,#N/A N/A,200.93
03/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,154.13,8.25,#N/A N/A,11.182,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,180.08,#N/A N/A,201.5
06/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,154.52,8.25,#N/A N/A,11.139,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,179.99,#N/A N/A,200.76
07/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,152.3,8.25,#N/A N/A,11.128,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,180.76,#N/A N/A,202.5
08/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,153.27,8.25,#N/A N/A,11.263,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,180.62,#N/A N/A,202.68
09/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.28,8.25,#N/A N/A,11.21,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,181.92,#N/A N/A,204.64
10/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,150.64,8.25,#N/A N/A,11.032,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,184.28,#N/A N/A,206.05
13/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.73,8.25,#N/A N/A,11.001,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,184.61,#N/A N/A,207.7
14/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.53,8.25,#N/A N/A,10.826,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,183.87,#N/A N/A,207.63
15/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.66,8.25,#N/A N/A,10.877,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,184.54,#N/A N/A,207.58
16/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.08,8.25,#N/A N/A,10.795,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,185.66,#N/A N/A,207.84
17/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.38,8.25,#N/A N/A,10.644,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,187.42,#N/A N/A,209.72
20/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.06,8.25,#N/A N/A,10.543,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,189.72,#N/A N/A,212.84
21/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.2,7.75,#N/A N/A,10.573,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,189.64,#N/A N/A,212.17
22/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.62,7.75,#N/A N/A,10.653,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,188.56,#N/A N/A,211.75
23/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.94,7.75,#N/A N/A,10.622,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,187.6,#N/A N/A,210.42
24/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.28,7.75,#N/A N/A,10.562,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,188.29,#N/A N/A,210.51
27/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.28,7.75,#N/A N/A,10.562,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,188.29,#N/A N/A,210.7
28/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.98,7.75,#N/A N/A,10.432,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,187.86,#N/A N/A,210.23
29/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.82,7.75,#N/A N/A,10.402,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,187.68,#N/A N/A,210.63
30/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.75,7.75,#N/A N/A,10.416,3.9,#N/A N/A,#N/A N/A,#N/A N/A,48.2,187.75,#N/A N/A,211.33
31/05/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.86,7.75,#N/A N/A,10.264,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.55,#N/A N/A,212.13
03/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.94,7.75,#N/A N/A,10.031,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.32,#N/A N/A,213.09
04/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.55,7.75,#N/A N/A,9.945,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,190.04,#N/A N/A,213.51
05/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.47,7.75,#N/A N/A,9.859,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,190.16,#N/A N/A,213.45
06/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.67,7.75,#N/A N/A,9.916,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,191.06,#N/A N/A,214.3
07/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.54,7.75,#N/A N/A,10.218,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.68,#N/A N/A,212.96
10/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.41,7.75,#N/A N/A,10.068,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.51,#N/A N/A,212.09
11/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.84,7.75,#N/A N/A,10.068,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.04,#N/A N/A,212.23
12/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.77,7.75,#N/A N/A,10.144,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,187.61,#N/A N/A,211.21
13/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,149.14,7.75,#N/A N/A,10.125,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,185.33,#N/A N/A,209.29
14/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.57,7.75,#N/A N/A,10.028,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,187.1,#N/A N/A,210.75
17/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.72,7.75,#N/A N/A,9.941,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,186.53,#N/A N/A,210.76
18/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.34,7.75,#N/A N/A,9.908,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,187.34,#N/A N/A,212.09
19/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,145.92,7.75,#N/A N/A,10.027,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,186.63,#N/A N/A,212.77
20/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,148.05,7.75,#N/A N/A,10.23,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,186.73,#N/A N/A,211.49
21/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.59,7.75,#N/A N/A,10.328,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.61,#N/A N/A,212.74
24/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.75,7.75,#N/A N/A,10.406,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.15,#N/A N/A,213.09
25/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.8,7.75,#N/A N/A,10.515,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,189.74,#N/A N/A,213.3
26/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.74,7.75,#N/A N/A,10.445,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,190.06,#N/A N/A,213.86
27/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,147.33,7.75,#N/A N/A,10.386,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,191.23,#N/A N/A,214.33
28/06/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.12,7.75,#N/A N/A,10.179,3.9,#N/A N/A,#N/A N/A,#N/A N/A,47.1,191.85,#N/A N/A,215.4
01/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.44,7.75,#N/A N/A,10.188,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,192.43,#N/A N/A,216.09
02/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.61,7.75,#N/A N/A,10.188,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,192.01,#N/A N/A,215.54
03/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.09,7.75,#N/A N/A,10.188,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,191.45,#N/A N/A,215.78
04/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,146.09,7.75,#N/A N/A,10.188,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,191.45,#N/A N/A,216.33
05/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,145,7.75,#N/A N/A,9.975,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,192.52,#N/A N/A,217.73
08/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,143.96,7.75,#N/A N/A,10.003,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,191.93,#N/A N/A,218.42
09/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,142.82,7.75,#N/A N/A,10.012,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,191.05,#N/A N/A,218.82
10/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,141.81,7.75,#N/A N/A,10.079,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,192.37,#N/A N/A,219.73
11/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,141.34,7.75,#N/A N/A,10.235,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,192.94,#N/A N/A,219.56
12/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,140.25,7.75,#N/A N/A,10.245,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,193.29,#N/A N/A,220.58
15/07/1985,#N/A N/A,#N/A N/A,#N/A N/A,139.56,7.75,#N/A N/A,10.244,3.6,#N/A N/A,#N/A N/A,#N/A N/A,47.8,192.72,#N/A N/A,219.99
