Dates,BCOMENTR Index,BCOMPRTR Index,BCOMINTR Index,BCOMAGTR Index
01/01/1980,#N/A N/A,216.3681,#N/A N/A,75.6933
02/01/1980,#N/A N/A,225.3847,#N/A N/A,74.8827
03/01/1980,#N/A N/A,234.3368,#N/A N/A,74.7124
04/01/1980,#N/A N/A,242.1789,#N/A N/A,74.8611
07/01/1980,#N/A N/A,250.8602,#N/A N/A,74.7359
08/01/1980,#N/A N/A,244.3665,#N/A N/A,74.8977
09/01/1980,#N/A N/A,245.8411,#N/A N/A,73.0422
10/01/1980,#N/A N/A,248.3933,#N/A N/A,72.9491
11/01/1980,#N/A N/A,257.4956,#N/A N/A,74.5242
14/01/1980,#N/A N/A,266.8516,#N/A N/A,74.6361
15/01/1980,#N/A N/A,279.6707,#N/A N/A,74.4681
16/01/1980,#N/A N/A,296.0239,#N/A N/A,74.5008
17/01/1980,#N/A N/A,312.3878,#N/A N/A,76.5978
18/01/1980,#N/A N/A,325.9963,#N/A N/A,76.0285
21/01/1980,#N/A N/A,332.9994,#N/A N/A,75.7424
22/01/1980,#N/A N/A,316.8226,#N/A N/A,75.9023
23/01/1980,#N/A N/A,300.6343,#N/A N/A,76.9945
24/01/1980,#N/A N/A,284.4346,#N/A N/A,76.7355
25/01/1980,#N/A N/A,268.2234,#N/A N/A,76.0497
28/01/1980,#N/A N/A,265.8265,#N/A N/A,76.1364
29/01/1980,#N/A N/A,281.1653,#N/A N/A,77.1223
30/01/1980,#N/A N/A,272.1851,#N/A N/A,78.1789
31/01/1980,#N/A N/A,277.0638,#N/A N/A,78.8867
01/02/1980,#N/A N/A,275.0976,#N/A N/A,79.3144
04/02/1980,#N/A N/A,265.5484,#N/A N/A,80.7176
05/02/1980,#N/A N/A,274.9099,#N/A N/A,79.723
06/02/1980,#N/A N/A,284.2776,#N/A N/A,79.3788
07/02/1980,#N/A N/A,281.7161,#N/A N/A,79.5112
08/02/1980,#N/A N/A,286.1142,#N/A N/A,80.0938
11/02/1980,#N/A N/A,290.9904,#N/A N/A,81.0748
12/02/1980,#N/A N/A,288.8303,#N/A N/A,80.3913
13/02/1980,#N/A N/A,284.1501,#N/A N/A,81.0303
14/02/1980,#N/A N/A,277.1576,#N/A N/A,80.777
15/02/1980,#N/A N/A,273.1142,#N/A N/A,80.2208
18/02/1980,#N/A N/A,273.1142,#N/A N/A,80.2208
19/02/1980,#N/A N/A,264.2529,#N/A N/A,78.9554
20/02/1980,#N/A N/A,267.1518,#N/A N/A,78.8334
21/02/1980,#N/A N/A,266.8155,#N/A N/A,79.1412
22/02/1980,#N/A N/A,257.6274,#N/A N/A,78.4495
25/02/1980,#N/A N/A,263.8729,#N/A N/A,78.8552
26/02/1980,#N/A N/A,256.2879,#N/A N/A,78.9404
27/02/1980,#N/A N/A,257.5905,#N/A N/A,78.7949
28/02/1980,#N/A N/A,262.6029,#N/A N/A,78.5756
29/02/1980,#N/A N/A,261.8894,#N/A N/A,78.6207
03/03/1980,#N/A N/A,261.6902,#N/A N/A,79.4749
04/03/1980,#N/A N/A,266.6995,#N/A N/A,79.7064
05/03/1980,#N/A N/A,264.2729,#N/A N/A,80.0713
06/03/1980,#N/A N/A,255.5968,#N/A N/A,78.5495
07/03/1980,#N/A N/A,249.7988,#N/A N/A,77.6591
10/03/1980,#N/A N/A,237.2538,#N/A N/A,75.9796
11/03/1980,#N/A N/A,235.7873,#N/A N/A,76.5022
12/03/1980,#N/A N/A,236.8201,#N/A N/A,76.2139
13/03/1980,#N/A N/A,224.2048,#N/A N/A,74.8524
14/03/1980,#N/A N/A,217.8914,#N/A N/A,75.4684
17/03/1980,#N/A N/A,201.9918,#N/A N/A,74.8547
18/03/1980,#N/A N/A,202.1773,#N/A N/A,75.6378
19/03/1980,#N/A N/A,214.1736,#N/A N/A,76.4175
20/03/1980,#N/A N/A,212.339,#N/A N/A,76.0185
21/03/1980,#N/A N/A,217.792,#N/A N/A,76.4373
24/03/1980,#N/A N/A,211.6663,#N/A N/A,75.7558
25/03/1980,#N/A N/A,203.7167,#N/A N/A,75.1261
26/03/1980,#N/A N/A,194.6032,#N/A N/A,75.3187
27/03/1980,#N/A N/A,185.4809,#N/A N/A,73.593
28/03/1980,#N/A N/A,191.596,#N/A N/A,73.141
31/03/1980,#N/A N/A,188.0086,#N/A N/A,72.2029
01/04/1980,#N/A N/A,184.7939,#N/A N/A,71.7291
02/04/1980,#N/A N/A,180.1615,#N/A N/A,72.3599
03/04/1980,#N/A N/A,176.7991,#N/A N/A,73.5799
04/04/1980,#N/A N/A,176.7991,#N/A N/A,73.5799
07/04/1980,#N/A N/A,182.6635,#N/A N/A,73.9423
08/04/1980,#N/A N/A,191.9983,#N/A N/A,74.0369
09/04/1980,#N/A N/A,190.9564,#N/A N/A,75.2106
10/04/1980,#N/A N/A,188.4832,#N/A N/A,74.8662
11/04/1980,#N/A N/A,188.1274,#N/A N/A,75.2087
14/04/1980,#N/A N/A,179.8038,#N/A N/A,74.3518
15/04/1980,#N/A N/A,182.215,#N/A N/A,74.8541
16/04/1980,#N/A N/A,177.8049,#N/A N/A,75.471
17/04/1980,#N/A N/A,179.7335,#N/A N/A,74.979
18/04/1980,#N/A N/A,178.8356,#N/A N/A,74.1582
21/04/1980,#N/A N/A,171.4439,#N/A N/A,74.4201
22/04/1980,#N/A N/A,175.116,#N/A N/A,74.9975
23/04/1980,#N/A N/A,176.5862,#N/A N/A,74.3744
24/04/1980,#N/A N/A,184.2612,#N/A N/A,75.0179
25/04/1980,#N/A N/A,187.9674,#N/A N/A,75.651
28/04/1980,#N/A N/A,179.4418,#N/A N/A,74.2132
29/04/1980,#N/A N/A,180.8775,#N/A N/A,74.2056
30/04/1980,#N/A N/A,172.5015,#N/A N/A,74.258
01/05/1980,#N/A N/A,174.9032,#N/A N/A,74.7261
02/05/1980,#N/A N/A,175.9936,#N/A N/A,75.4566
05/05/1980,#N/A N/A,178.1894,#N/A N/A,77.1156
06/05/1980,#N/A N/A,173.7705,#N/A N/A,76.6031
07/05/1980,#N/A N/A,176.3777,#N/A N/A,77.8101
08/05/1980,#N/A N/A,174.6672,#N/A N/A,78.7373
09/05/1980,#N/A N/A,175.6423,#N/A N/A,79.5278
12/05/1980,#N/A N/A,173.0317,#N/A N/A,78.703
13/05/1980,#N/A N/A,176.9736,#N/A N/A,78.7551
14/05/1980,#N/A N/A,178.4862,#N/A N/A,79.2044
15/05/1980,#N/A N/A,174.3936,#N/A N/A,79.1874
16/05/1980,#N/A N/A,174.3991,#N/A N/A,78.7286
19/05/1980,#N/A N/A,172.3263,#N/A N/A,78.6764
20/05/1980,#N/A N/A,171.906,#N/A N/A,77.6641
21/05/1980,#N/A N/A,169.4288,#N/A N/A,78.0955
22/05/1980,#N/A N/A,172.2464,#N/A N/A,79.3879
23/05/1980,#N/A N/A,171.8124,#N/A N/A,79.8621
26/05/1980,#N/A N/A,171.8124,#N/A N/A,79.8621
27/05/1980,#N/A N/A,177.3405,#N/A N/A,80.0505
28/05/1980,#N/A N/A,176.9717,#N/A N/A,78.9416
29/05/1980,#N/A N/A,179.9429,#N/A N/A,78.546
30/05/1980,#N/A N/A,186.5295,#N/A N/A,78.0979
02/06/1980,#N/A N/A,194.433,#N/A N/A,76.994
03/06/1980,#N/A N/A,192.3604,#N/A N/A,76.6618
04/06/1980,#N/A N/A,200.6515,#N/A N/A,77.1501
05/06/1980,#N/A N/A,203.1526,#N/A N/A,76.0732
06/06/1980,#N/A N/A,210.3952,#N/A N/A,76.5403
09/06/1980,#N/A N/A,217.0909,#N/A N/A,76.4754
10/06/1980,#N/A N/A,207.9186,#N/A N/A,76.5716
11/06/1980,#N/A N/A,201.8512,#N/A N/A,77.3595
12/06/1980,#N/A N/A,206.5132,#N/A N/A,77.687
13/06/1980,#N/A N/A,208.4419,#N/A N/A,78.2131
16/06/1980,#N/A N/A,202.7113,#N/A N/A,78.3456
17/06/1980,#N/A N/A,205.6722,#N/A N/A,77.7215
18/06/1980,#N/A N/A,211.3339,#N/A N/A,78.0582
19/06/1980,#N/A N/A,207.3409,#N/A N/A,78.4053
20/06/1980,#N/A N/A,206.379,#N/A N/A,78.3227
23/06/1980,#N/A N/A,205.906,#N/A N/A,79.2359
24/06/1980,#N/A N/A,210.8814,#N/A N/A,79.139
25/06/1980,#N/A N/A,210.7382,#N/A N/A,79.7868
26/06/1980,#N/A N/A,214.0243,#N/A N/A,78.8818
27/06/1980,#N/A N/A,222.0679,#N/A N/A,79.2025
30/06/1980,#N/A N/A,221.4466,#N/A N/A,79.9502
01/07/1980,#N/A N/A,228.1494,#N/A N/A,80.4243
02/07/1980,#N/A N/A,225.754,#N/A N/A,81.586
03/07/1980,#N/A N/A,228.6421,#N/A N/A,81.4615
04/07/1980,#N/A N/A,228.6421,#N/A N/A,81.4615
07/07/1980,#N/A N/A,231.805,#N/A N/A,81.666
08/07/1980,#N/A N/A,229.2172,#N/A N/A,81.4424
09/07/1980,#N/A N/A,224.8593,#N/A N/A,79.5717
10/07/1980,#N/A N/A,225.1917,#N/A N/A,80.0987
11/07/1980,#N/A N/A,225.8318,#N/A N/A,81.4878
14/07/1980,#N/A N/A,218.0047,#N/A N/A,84.7587
15/07/1980,#N/A N/A,210.1426,#N/A N/A,84.0564
16/07/1980,#N/A N/A,212.1962,#N/A N/A,84.4871
17/07/1980,#N/A N/A,209.802,#N/A N/A,85.5166
18/07/1980,#N/A N/A,207.5796,#N/A N/A,84.481
21/07/1980,#N/A N/A,207.7164,#N/A N/A,83.0423
22/07/1980,#N/A N/A,215.6863,#N/A N/A,82.6332
23/07/1980,#N/A N/A,214.5286,#N/A N/A,84.1589
24/07/1980,#N/A N/A,217.4701,#N/A N/A,82.7498
25/07/1980,#N/A N/A,221.9939,#N/A N/A,82.3863
28/07/1980,#N/A N/A,220.3144,#N/A N/A,82.8802
29/07/1980,#N/A N/A,216.6265,#N/A N/A,84.0068
30/07/1980,#N/A N/A,208.7376,#N/A N/A,83.3301
31/07/1980,#N/A N/A,209.6588,#N/A N/A,85.2051
01/08/1980,#N/A N/A,209.7665,#N/A N/A,86.6482
04/08/1980,#N/A N/A,212.898,#N/A N/A,85.3024
05/08/1980,#N/A N/A,213.0658,#N/A N/A,86.6469
06/08/1980,#N/A N/A,215.1296,#N/A N/A,86.656
07/08/1980,#N/A N/A,215.6186,#N/A N/A,85.7625
08/08/1980,#N/A N/A,212.4312,#N/A N/A,86.0815
11/08/1980,#N/A N/A,205.0823,#N/A N/A,85.0289
12/08/1980,#N/A N/A,208.4011,#N/A N/A,87.2424
13/08/1980,#N/A N/A,208.9561,#N/A N/A,86.7653
14/08/1980,#N/A N/A,212.8074,#N/A N/A,85.9591
15/08/1980,#N/A N/A,209.0578,#N/A N/A,84.6723
18/08/1980,#N/A N/A,210.798,#N/A N/A,85.0793
19/08/1980,#N/A N/A,211.4446,#N/A N/A,84.7473
20/08/1980,#N/A N/A,219.4403,#N/A N/A,84.9733
21/08/1980,#N/A N/A,217.0818,#N/A N/A,85.5812
22/08/1980,#N/A N/A,216.9676,#N/A N/A,84.5153
25/08/1980,#N/A N/A,212.324,#N/A N/A,85.1275
26/08/1980,#N/A N/A,214.7392,#N/A N/A,86.3023
27/08/1980,#N/A N/A,215.5939,#N/A N/A,86.0872
28/08/1980,#N/A N/A,215.749,#N/A N/A,86.4188
29/08/1980,#N/A N/A,216.783,#N/A N/A,88.2567
01/09/1980,#N/A N/A,216.783,#N/A N/A,88.2567
02/09/1980,#N/A N/A,218.1954,#N/A N/A,88.954
03/09/1980,#N/A N/A,218.0453,#N/A N/A,89.2347
04/09/1980,#N/A N/A,222.7603,#N/A N/A,88.4295
05/09/1980,#N/A N/A,223.8809,#N/A N/A,89.0968
08/09/1980,#N/A N/A,231.7463,#N/A N/A,90.6246
09/09/1980,#N/A N/A,233.514,#N/A N/A,90.5045
10/09/1980,#N/A N/A,237.7488,#N/A N/A,90.2142
11/09/1980,#N/A N/A,242.7066,#N/A N/A,91.0238
12/09/1980,#N/A N/A,240.6074,#N/A N/A,90.2845
15/09/1980,#N/A N/A,233.4212,#N/A N/A,90.3438
16/09/1980,#N/A N/A,239.7762,#N/A N/A,91.2259
17/09/1980,#N/A N/A,237.6263,#N/A N/A,91.6542
18/09/1980,#N/A N/A,238.0383,#N/A N/A,92.4754
19/09/1980,#N/A N/A,243.8692,#N/A N/A,93.4388
22/09/1980,#N/A N/A,253.1585,#N/A N/A,93.017
23/09/1980,#N/A N/A,254.4099,#N/A N/A,92.8775
24/09/1980,#N/A N/A,252.5875,#N/A N/A,92.2725
25/09/1980,#N/A N/A,252.4892,#N/A N/A,91.4005
26/09/1980,#N/A N/A,244.0072,#N/A N/A,88.9218
29/09/1980,#N/A N/A,235.1302,#N/A N/A,88.9011
30/09/1980,#N/A N/A,237.247,#N/A N/A,90.0823
01/10/1980,#N/A N/A,241.3656,#N/A N/A,90.6567
02/10/1980,#N/A N/A,236.6368,#N/A N/A,89.2598
03/10/1980,#N/A N/A,235.0803,#N/A N/A,90.4495
06/10/1980,#N/A N/A,239.9525,#N/A N/A,91.7571
07/10/1980,#N/A N/A,237.3812,#N/A N/A,91.6698
08/10/1980,#N/A N/A,238.6771,#N/A N/A,91.8273
09/10/1980,#N/A N/A,242.9035,#N/A N/A,92.4826
10/10/1980,#N/A N/A,242.8204,#N/A N/A,92.934
13/10/1980,#N/A N/A,239.6608,#N/A N/A,94.9437
14/10/1980,#N/A N/A,240.0018,#N/A N/A,94.6867
15/10/1980,#N/A N/A,237.8953,#N/A N/A,94.1562
16/10/1980,#N/A N/A,234.84,#N/A N/A,94.1244
17/10/1980,#N/A N/A,230.3404,#N/A N/A,94.7272
20/10/1980,#N/A N/A,229.9413,#N/A N/A,94.6123
21/10/1980,#N/A N/A,230.5951,#N/A N/A,95.3443
22/10/1980,#N/A N/A,227.8006,#N/A N/A,96.6283
23/10/1980,#N/A N/A,219.2441,#N/A N/A,96.461
24/10/1980,#N/A N/A,220.3296,#N/A N/A,97.1541
27/10/1980,#N/A N/A,220.7029,#N/A N/A,95.6163
28/10/1980,#N/A N/A,221.3518,#N/A N/A,97.4101
29/10/1980,#N/A N/A,223.305,#N/A N/A,96.8542
30/10/1980,#N/A N/A,224.2366,#N/A N/A,96.6342
31/10/1980,#N/A N/A,221.9054,#N/A N/A,96.6983
03/11/1980,#N/A N/A,226.8738,#N/A N/A,98.164
04/11/1980,#N/A N/A,226.8738,#N/A N/A,98.164
05/11/1980,#N/A N/A,222.6907,#N/A N/A,99.1814
06/11/1980,#N/A N/A,214.7077,#N/A N/A,96.5111
07/11/1980,#N/A N/A,210.6047,#N/A N/A,96.1122
10/11/1980,#N/A N/A,211.3304,#N/A N/A,94.4799
11/11/1980,#N/A N/A,213.0912,#N/A N/A,93.404
12/11/1980,#N/A N/A,214.6577,#N/A N/A,95.35
13/11/1980,#N/A N/A,213.3514,#N/A N/A,94.4339
14/11/1980,#N/A N/A,215.7494,#N/A N/A,95.4042
17/11/1980,#N/A N/A,215.0026,#N/A N/A,95.0924
18/11/1980,#N/A N/A,216.888,#N/A N/A,96.6078
19/11/1980,#N/A N/A,221.6294,#N/A N/A,96.5901
20/11/1980,#N/A N/A,225.902,#N/A N/A,97.9925
21/11/1980,#N/A N/A,224.2716,#N/A N/A,97.7162
24/11/1980,#N/A N/A,217.6113,#N/A N/A,94.7015
25/11/1980,#N/A N/A,219.7274,#N/A N/A,94.9317
26/11/1980,#N/A N/A,218.2911,#N/A N/A,95.3586
27/11/1980,#N/A N/A,218.2911,#N/A N/A,95.3586
28/11/1980,#N/A N/A,219.0405,#N/A N/A,95.8704
01/12/1980,#N/A N/A,219.9965,#N/A N/A,92.9974
02/12/1980,#N/A N/A,217.9325,#N/A N/A,92.6489
03/12/1980,#N/A N/A,220.1554,#N/A N/A,91.4909
04/12/1980,#N/A N/A,217.1359,#N/A N/A,90.606
05/12/1980,#N/A N/A,216.3447,#N/A N/A,89.6071
08/12/1980,#N/A N/A,213.4493,#N/A N/A,88.2433
09/12/1980,#N/A N/A,206.2761,#N/A N/A,86.2878
10/12/1980,#N/A N/A,197.8446,#N/A N/A,84.5014
11/12/1980,#N/A N/A,188.8746,#N/A N/A,81.042
12/12/1980,#N/A N/A,196.7381,#N/A N/A,82.721
15/12/1980,#N/A N/A,197.0844,#N/A N/A,85.9678
16/12/1980,#N/A N/A,194.1972,#N/A N/A,85.9496
17/12/1980,#N/A N/A,198.1109,#N/A N/A,86.8767
18/12/1980,#N/A N/A,196.2794,#N/A N/A,86.6425
19/12/1980,#N/A N/A,205.0072,#N/A N/A,87.1551
22/12/1980,#N/A N/A,203.6813,#N/A N/A,88.2002
23/12/1980,#N/A N/A,208.6742,#N/A N/A,88.6389
24/12/1980,#N/A N/A,208.9134,#N/A N/A,87.9276
25/12/1980,#N/A N/A,208.9134,#N/A N/A,87.9276
26/12/1980,#N/A N/A,208.9134,#N/A N/A,87.9276
29/12/1980,#N/A N/A,201.0734,#N/A N/A,86.9921
30/12/1980,#N/A N/A,200.2502,#N/A N/A,86.0757
31/12/1980,#N/A N/A,202.4852,#N/A N/A,88.1076
01/01/1981,#N/A N/A,202.4852,#N/A N/A,88.1076
02/01/1981,#N/A N/A,201.087,#N/A N/A,89.3375
05/01/1981,#N/A N/A,204.6704,#N/A N/A,90.2523
06/01/1981,#N/A N/A,205.7303,#N/A N/A,90.7222
07/01/1981,#N/A N/A,197.715,#N/A N/A,89.8612
08/01/1981,#N/A N/A,196.0138,#N/A N/A,88.5039
09/01/1981,#N/A N/A,196.6631,#N/A N/A,88.2643
12/01/1981,#N/A N/A,192.3319,#N/A N/A,88.6666
13/01/1981,#N/A N/A,192.3706,#N/A N/A,88.2597
14/01/1981,#N/A N/A,195.2342,#N/A N/A,88.7705
15/01/1981,#N/A N/A,190.9834,#N/A N/A,87.0354
16/01/1981,#N/A N/A,193.4207,#N/A N/A,86.9226
19/01/1981,#N/A N/A,193.199,#N/A N/A,86.0543
20/01/1981,#N/A N/A,195.4001,#N/A N/A,86.5879
21/01/1981,#N/A N/A,193.2146,#N/A N/A,85.6688
22/01/1981,#N/A N/A,189.1973,#N/A N/A,83.9831
23/01/1981,#N/A N/A,187.4268,#N/A N/A,82.7514
26/01/1981,#N/A N/A,179.7958,#N/A N/A,83.0648
27/01/1981,#N/A N/A,176.4659,#N/A N/A,83.1761
28/01/1981,#N/A N/A,172.9316,#N/A N/A,82.9267
29/01/1981,#N/A N/A,176.2254,#N/A N/A,81.3738
30/01/1981,#N/A N/A,170.5801,#N/A N/A,82.0198
02/02/1981,#N/A N/A,164.2976,#N/A N/A,82.0285
03/02/1981,#N/A N/A,167.9153,#N/A N/A,84.0055
04/02/1981,#N/A N/A,166.3563,#N/A N/A,82.9477
05/02/1981,#N/A N/A,169.6481,#N/A N/A,83.4785
06/02/1981,#N/A N/A,172.2481,#N/A N/A,84.8081
09/02/1981,#N/A N/A,177.4653,#N/A N/A,82.4284
10/02/1981,#N/A N/A,173.1527,#N/A N/A,82.7267
11/02/1981,#N/A N/A,169.0194,#N/A N/A,83.1839
12/02/1981,#N/A N/A,166.6481,#N/A N/A,82.4363
13/02/1981,#N/A N/A,166.4092,#N/A N/A,82.8925
16/02/1981,#N/A N/A,166.4092,#N/A N/A,82.8925
17/02/1981,#N/A N/A,169.5644,#N/A N/A,83.2135
18/02/1981,#N/A N/A,166.7515,#N/A N/A,82.7698
19/02/1981,#N/A N/A,172.0654,#N/A N/A,83.9116
20/02/1981,#N/A N/A,171.6215,#N/A N/A,84.2422
23/02/1981,#N/A N/A,168.557,#N/A N/A,83.9134
24/02/1981,#N/A N/A,170.3578,#N/A N/A,83.8469
25/02/1981,#N/A N/A,168.1882,#N/A N/A,83.4815
26/02/1981,#N/A N/A,165.3066,#N/A N/A,82.708
27/02/1981,#N/A N/A,161.675,#N/A N/A,82.399
02/03/1981,#N/A N/A,154.9048,#N/A N/A,80.0903
03/03/1981,#N/A N/A,158.9664,#N/A N/A,80.7431
04/03/1981,#N/A N/A,153.6399,#N/A N/A,79.5967
05/03/1981,#N/A N/A,155.3558,#N/A N/A,79.4768
06/03/1981,#N/A N/A,155.6454,#N/A N/A,79.9079
09/03/1981,#N/A N/A,158.0777,#N/A N/A,80.5034
10/03/1981,#N/A N/A,161.31,#N/A N/A,79.4676
11/03/1981,#N/A N/A,158.3912,#N/A N/A,79.1817
12/03/1981,#N/A N/A,160.9917,#N/A N/A,80.5275
13/03/1981,#N/A N/A,162.7002,#N/A N/A,80.5886
16/03/1981,#N/A N/A,165.2635,#N/A N/A,80.6399
17/03/1981,#N/A N/A,169.9743,#N/A N/A,81.8082
18/03/1981,#N/A N/A,170.9913,#N/A N/A,82.2561
19/03/1981,#N/A N/A,171.3047,#N/A N/A,82.412
20/03/1981,#N/A N/A,179.116,#N/A N/A,81.7107
23/03/1981,#N/A N/A,175.3687,#N/A N/A,83.1062
24/03/1981,#N/A N/A,178.5633,#N/A N/A,83.3149
25/03/1981,#N/A N/A,176.3091,#N/A N/A,82.9459
26/03/1981,#N/A N/A,181.3008,#N/A N/A,81.9263
27/03/1981,#N/A N/A,175.7965,#N/A N/A,81.9118
30/03/1981,#N/A N/A,169.9058,#N/A N/A,82.0373
31/03/1981,#N/A N/A,168.8596,#N/A N/A,82.9236
01/04/1981,#N/A N/A,170.1115,#N/A N/A,82.2975
02/04/1981,#N/A N/A,170.4302,#N/A N/A,83.2315
03/04/1981,#N/A N/A,171.6666,#N/A N/A,82.3183
06/04/1981,#N/A N/A,173.3526,#N/A N/A,82.2998
07/04/1981,#N/A N/A,168.1694,#N/A N/A,83.9212
08/04/1981,#N/A N/A,167.9557,#N/A N/A,83.6359
09/04/1981,#N/A N/A,161.205,#N/A N/A,83.8758
10/04/1981,#N/A N/A,159.4881,#N/A N/A,82.863
13/04/1981,#N/A N/A,157.6243,#N/A N/A,81.7155
14/04/1981,#N/A N/A,159.3601,#N/A N/A,81.549
15/04/1981,#N/A N/A,156.334,#N/A N/A,81.7984
16/04/1981,#N/A N/A,160.5726,#N/A N/A,82.2589
17/04/1981,#N/A N/A,160.5726,#N/A N/A,82.2589
20/04/1981,#N/A N/A,161.2923,#N/A N/A,82.6862
21/04/1981,#N/A N/A,161.6863,#N/A N/A,82.924
22/04/1981,#N/A N/A,160.7543,#N/A N/A,82.6903
23/04/1981,#N/A N/A,161.4046,#N/A N/A,82.8344
24/04/1981,#N/A N/A,159.3101,#N/A N/A,82.5015
27/04/1981,#N/A N/A,159.4644,#N/A N/A,82.4544
28/04/1981,#N/A N/A,158.8893,#N/A N/A,81.1067
29/04/1981,#N/A N/A,157.0912,#N/A N/A,80.7137
30/04/1981,#N/A N/A,158.5262,#N/A N/A,81.5029
01/05/1981,#N/A N/A,160.397,#N/A N/A,81.4857
04/05/1981,#N/A N/A,157.7546,#N/A N/A,80.0368
05/05/1981,#N/A N/A,157.8359,#N/A N/A,79.5795
06/05/1981,#N/A N/A,157.339,#N/A N/A,80.2312
07/05/1981,#N/A N/A,158.1938,#N/A N/A,80.347
08/05/1981,#N/A N/A,162.2732,#N/A N/A,80.409
11/05/1981,#N/A N/A,160.1456,#N/A N/A,79.0627
12/05/1981,#N/A N/A,159.1739,#N/A N/A,78.0276
13/05/1981,#N/A N/A,158.2267,#N/A N/A,78.0606
14/05/1981,#N/A N/A,156.2997,#N/A N/A,78.3277
15/05/1981,#N/A N/A,157.787,#N/A N/A,77.7046
18/05/1981,#N/A N/A,157.7302,#N/A N/A,78.3524
19/05/1981,#N/A N/A,157.767,#N/A N/A,77.6779
20/05/1981,#N/A N/A,157.5268,#N/A N/A,78.2329
21/05/1981,#N/A N/A,153.7227,#N/A N/A,77.2309
22/05/1981,#N/A N/A,153.7579,#N/A N/A,76.9329
25/05/1981,#N/A N/A,153.7579,#N/A N/A,76.9329
26/05/1981,#N/A N/A,151.8822,#N/A N/A,77.1879
27/05/1981,#N/A N/A,153.0259,#N/A N/A,78.0272
28/05/1981,#N/A N/A,156.1252,#N/A N/A,78.0307
29/05/1981,#N/A N/A,157.1511,#N/A N/A,78.4324
01/06/1981,#N/A N/A,155.3805,#N/A N/A,77.443
02/06/1981,#N/A N/A,154.9597,#N/A N/A,76.9788
03/06/1981,#N/A N/A,153.3209,#N/A N/A,75.6095
04/06/1981,#N/A N/A,149.9907,#N/A N/A,75.0303
05/06/1981,#N/A N/A,147.4594,#N/A N/A,74.9736
08/06/1981,#N/A N/A,150.5813,#N/A N/A,74.5948
09/06/1981,#N/A N/A,148.7928,#N/A N/A,74.7928
10/06/1981,#N/A N/A,151.3059,#N/A N/A,75.9538
11/06/1981,#N/A N/A,151.8611,#N/A N/A,74.7326
12/06/1981,#N/A N/A,153.0527,#N/A N/A,75.8125
15/06/1981,#N/A N/A,151.3202,#N/A N/A,76.2298
16/06/1981,#N/A N/A,150.6636,#N/A N/A,75.5591
17/06/1981,#N/A N/A,150.361,#N/A N/A,74.8568
18/06/1981,#N/A N/A,149.3313,#N/A N/A,74.852
19/06/1981,#N/A N/A,149.1081,#N/A N/A,74.8663
22/06/1981,#N/A N/A,150.8885,#N/A N/A,74.3365
23/06/1981,#N/A N/A,151.1612,#N/A N/A,73.9167
24/06/1981,#N/A N/A,148.1707,#N/A N/A,73.8257
25/06/1981,#N/A N/A,142.7017,#N/A N/A,72.5811
26/06/1981,#N/A N/A,141.5902,#N/A N/A,72.2249
29/06/1981,#N/A N/A,136.7159,#N/A N/A,71.8224
30/06/1981,#N/A N/A,135.2843,#N/A N/A,72.4341
01/07/1981,#N/A N/A,132.1728,#N/A N/A,73.9225
02/07/1981,#N/A N/A,131.087,#N/A N/A,74.1309
03/07/1981,#N/A N/A,131.087,#N/A N/A,74.1309
06/07/1981,#N/A N/A,127.4945,#N/A N/A,76.593
07/07/1981,#N/A N/A,130.1571,#N/A N/A,76.2902
08/07/1981,#N/A N/A,128.5956,#N/A N/A,77.2096
09/07/1981,#N/A N/A,131.8233,#N/A N/A,76.6198
10/07/1981,#N/A N/A,134.8749,#N/A N/A,78.2382
13/07/1981,#N/A N/A,130.8509,#N/A N/A,79.6237
14/07/1981,#N/A N/A,131.555,#N/A N/A,77.7294
15/07/1981,#N/A N/A,131.5955,#N/A N/A,77.448
16/07/1981,#N/A N/A,132.9493,#N/A N/A,77.5163
17/07/1981,#N/A N/A,134.1403,#N/A N/A,77.2774
20/07/1981,#N/A N/A,131.0147,#N/A N/A,76.258
21/07/1981,#N/A N/A,131.2456,#N/A N/A,77.1003
22/07/1981,#N/A N/A,130.2136,#N/A N/A,78.0867
23/07/1981,#N/A N/A,130.2334,#N/A N/A,79.1126
24/07/1981,#N/A N/A,129.9445,#N/A N/A,79.3754
27/07/1981,#N/A N/A,127.9765,#N/A N/A,78.7509
28/07/1981,#N/A N/A,130.1163,#N/A N/A,79.5687
29/07/1981,#N/A N/A,129.1363,#N/A N/A,78.533
30/07/1981,#N/A N/A,128.845,#N/A N/A,77.706
31/07/1981,#N/A N/A,128.7514,#N/A N/A,78.4194
03/08/1981,#N/A N/A,124.0728,#N/A N/A,76.9145
04/08/1981,#N/A N/A,124.6494,#N/A N/A,77.0205
05/08/1981,#N/A N/A,124.977,#N/A N/A,76.3118
06/08/1981,#N/A N/A,128.3797,#N/A N/A,76.7916
07/08/1981,#N/A N/A,127.1272,#N/A N/A,76.4736
10/08/1981,#N/A N/A,127.8295,#N/A N/A,75.6788
11/08/1981,#N/A N/A,132.3515,#N/A N/A,75.576
12/08/1981,#N/A N/A,130.6813,#N/A N/A,75.5983
13/08/1981,#N/A N/A,132.7165,#N/A N/A,74.2562
14/08/1981,#N/A N/A,132.8576,#N/A N/A,74.5016
17/08/1981,#N/A N/A,134.0306,#N/A N/A,74.8654
