Dates,BCOMENTR Index,BCOMPRTR Index,BCOMINTR Index,BCOMAGTR Index
03/12/1992,97.95,87.202,86.485,94.478
04/12/1992,97.723,87.247,86.605,94.027
07/12/1992,98.576,87.378,87.348,93.579
08/12/1992,97.422,87.157,87.737,93.371
09/12/1992,97.943,86.496,87.035,93.931
10/12/1992,100.144,86.735,87.097,94.551
11/12/1992,99.146,86.909,87.109,94.812
14/12/1992,99.024,86.801,87.508,94.817
15/12/1992,99.015,86.692,87.862,94.662
16/12/1992,100.901,87.58,88.036,94.205
17/12/1992,102.335,87.964,88.22,93.94
18/12/1992,102.285,87.628,88.547,94.071
21/12/1992,102.627,86.846,89.426,94.47
22/12/1992,102.055,86.191,89.951,94.788
23/12/1992,103.056,86.343,89.172,94.764
24/12/1992,102.79,86.219,89.819,94.798
25/12/1992,102.79,86.219,89.819,94.798
28/12/1992,101.745,86.229,89.688,94.642
29/12/1992,100.981,85.974,90.011,93.679
30/12/1992,100.924,86.206,90.104,93.399
31/12/1992,100.648,86.196,90.324,93.956
01/01/1993,100.648,86.196,90.324,93.956
04/01/1993,97.758,85.11,92.139,93.394
05/01/1993,99.125,85.506,91.732,93.32
06/01/1993,98.213,85.836,90.969,93.724
07/01/1993,97.737,85.375,90.894,95.014
08/01/1993,97.25,85.568,91.278,94.996
11/01/1993,96.965,85.142,90.769,94.927
12/01/1993,95.311,85.533,87.733,95.775
13/01/1993,95.721,85.306,88.394,96.114
14/01/1993,96.607,85.112,88.178,95.871
15/01/1993,97.51,85.018,87.769,95.647
18/01/1993,97.51,85.018,87.769,95.647
19/01/1993,95.964,85.508,87.936,96.228
20/01/1993,95.252,86.036,87.555,95.912
21/01/1993,96.524,85.833,87.601,95.759
22/01/1993,96.521,85.592,87.519,95.461
25/01/1993,100.398,85.527,87.258,93.638
26/01/1993,100.551,86.008,87.98,93.243
27/01/1993,100.338,85.641,88.193,93.496
28/01/1993,103.454,85.95,88.895,92.62
29/01/1993,102.876,85.565,88.016,92.679
01/02/1993,103.281,85.686,87.87,92.909
02/02/1993,101.268,85.654,87.759,92.701
03/02/1993,101.28,85.391,87.95,92.806
04/02/1993,103.017,85.408,88.501,92.38
05/02/1993,103.42,85.28,88.64,91.731
08/02/1993,103.499,85.386,89.321,91.023
09/02/1993,102.674,85.704,89.12,91.885
10/02/1993,103.341,86.885,88.5,92.901
11/02/1993,103.762,86.669,88.527,92.67
12/02/1993,102.09,85.739,88.122,92.689
15/02/1993,102.09,85.739,88.122,92.689
16/02/1993,101.014,86.536,88.09,93.396
17/02/1993,100.612,85.8,88.381,93.59
18/02/1993,101.354,85.675,88.405,93.439
19/02/1993,102.313,85.139,88.355,93.337
22/02/1993,104.837,84.487,88.225,93.438
23/02/1993,105.192,85.384,87.75,93.638
24/02/1993,105.49,85.023,86.583,93.869
25/02/1993,106.476,84.941,85.887,93.285
26/02/1993,106.268,84.882,85.89,93.545
01/03/1993,105.715,84.84,84.397,94.137
02/03/1993,105.522,85.103,84.039,94.387
03/03/1993,105.376,84.902,84.584,94.291
04/03/1993,107.962,84.89,84.27,94.385
05/03/1993,107.332,85.145,84.668,93.571
08/03/1993,106.838,84.429,84.676,93.141
09/03/1993,107.764,84.476,84.578,92.958
10/03/1993,106.558,84.454,84.663,93.444
11/03/1993,105.705,84.955,85.401,92.963
12/03/1993,106.462,85.129,85.778,93.013
15/03/1993,106.037,85.641,84.634,94.439
16/03/1993,105.791,85.564,84.696,93.99
17/03/1993,106.794,85.445,84.409,94.439
18/03/1993,107.332,86.027,84.887,95.218
19/03/1993,106.477,86.272,85.232,96.277
22/03/1993,104.344,86.459,85.653,95.648
23/03/1993,106.248,86.113,85.39,95.663
24/03/1993,107.618,86.418,84.884,96.231
25/03/1993,108.033,86.641,85.286,95.886
26/03/1993,107.603,86.691,84.423,95.404
29/03/1993,107.928,86.795,84.325,95.503
30/03/1993,107.84,88.685,83.986,95.66
31/03/1993,108.753,88.732,84.127,95.953
01/04/1993,108.798,89.025,84.199,96.263
02/04/1993,109.172,89.806,83.795,96.681
05/04/1993,109.613,89.256,83.512,96.32
06/04/1993,109.035,88.53,82.192,95.348
07/04/1993,109.571,88.691,80.681,95.395
08/04/1993,109.76,88.351,81.414,95.618
09/04/1993,109.76,88.351,81.414,95.618
12/04/1993,111.822,88.517,81.795,95.733
13/04/1993,111.914,88.636,82.334,95.851
14/04/1993,112.218,89.464,81.25,95.36
15/04/1993,111.372,88.564,80.257,95.069
16/04/1993,111.198,89.235,78.833,94.458
19/04/1993,110.828,89.411,78.538,94.637
20/04/1993,111.033,89.45,77.866,95.049
21/04/1993,112.122,89.244,78.369,94.519
22/04/1993,112.014,89.416,78.293,94.89
23/04/1993,112.824,90.843,79.336,94.833
26/04/1993,111.71,92.769,79.603,95.946
27/04/1993,110.8,92.613,79.585,95.885
28/04/1993,111.065,93.657,78.642,95.149
29/04/1993,112.515,95.361,78.247,95.341
30/04/1993,112.278,95.577,79.046,95.989
03/05/1993,111.696,94.584,78.647,95.499
04/05/1993,111.256,94.5,78.226,94.181
05/05/1993,110.665,94.623,78.653,94.589
06/05/1993,110.289,95.549,76.553,95.366
07/05/1993,110.15,94.792,76.781,95.563
10/05/1993,109.473,94.745,77.024,95.099
11/05/1993,109.785,94.732,77.516,95.427
12/05/1993,109.59,96.373,78.335,95.478
13/05/1993,108.121,98.368,78.67,95.219
14/05/1993,107.39,98.059,76.477,95.849
17/05/1993,108.251,97.775,76.31,95.1
18/05/1993,107.63,100.608,76.598,95.728
19/05/1993,107.079,99.72,76.673,94.918
20/05/1993,108.042,99.755,77.284,95.399
21/05/1993,107.152,101.387,77.03,95.982
24/05/1993,105.343,99.828,76.679,94.72
25/05/1993,106.751,101.305,77.098,94.61
26/05/1993,106.478,100.172,77.294,94.718
27/05/1993,107.357,102.2,75.997,93.741
28/05/1993,107.447,101.118,76.27,93.902
31/05/1993,107.447,101.118,76.27,93.902
01/06/1993,108.808,98.047,76.121,91.902
02/06/1993,107.245,97.717,76.795,91.927
03/06/1993,106.028,99.323,78.141,91.717
04/06/1993,105.999,99.672,77.607,91.627
07/06/1993,104.255,98.98,77.526,92.077
08/06/1993,105.488,98.857,77.593,91.791
09/06/1993,105.957,98.033,77.896,91.647
10/06/1993,104.355,97.439,77.512,91.644
11/06/1993,103.909,96.019,77.593,90.836
14/06/1993,103.902,96.036,77.208,90.877
15/06/1993,102.449,97.292,77.499,90.656
16/06/1993,103.606,97.728,77.68,90.373
17/06/1993,103.709,97.919,77.779,92.06
18/06/1993,103.768,97.639,78.883,92.371
21/06/1993,103.438,97.384,79.091,93.074
22/06/1993,102.415,96.961,78.263,93.455
23/06/1993,102.044,98.945,78.488,94.307
24/06/1993,102.631,99.051,78.719,94.123
25/06/1993,102.788,100.08,79.068,93.244
28/06/1993,103.356,99.456,79.158,93.384
29/06/1993,103.384,100.851,79.502,93.501
30/06/1993,102.628,100.751,80.087,95.762
01/07/1993,100.537,103.827,80.225,97.117
02/07/1993,98.506,104.167,80.952,98.428
05/07/1993,98.506,104.167,80.952,98.428
06/07/1993,99.751,106.947,80.008,102.536
07/07/1993,99.07,107.849,80.418,102.62
08/07/1993,97.803,107.118,80.937,101.729
09/07/1993,98.696,106.185,80.563,102.005
12/07/1993,98.91,107.077,79.194,100.29
13/07/1993,99.033,106.88,77.797,100.246
14/07/1993,95.761,105.624,78.541,101.229
15/07/1993,96.338,106.824,78.069,100.674
16/07/1993,94.802,106.681,78.022,102.197
19/07/1993,97.252,106.582,77.74,103.506
20/07/1993,95.521,106.516,77.914,103.153
21/07/1993,96.627,105.388,77.594,102.618
22/07/1993,95.475,106.058,77.669,103.205
23/07/1993,96.159,105.596,78.427,103.223
26/07/1993,97.694,107.005,78.153,101.538
27/07/1993,99.009,106.564,78.701,101.425
28/07/1993,98.622,107.54,78.944,100.444
29/07/1993,98.622,108.691,79.093,100.379
30/07/1993,97.964,111.621,79.209,99.911
02/08/1993,98.288,111.776,79.322,101.753
03/08/1993,97.515,110.824,79.024,102.53
04/08/1993,97.526,109.247,79.153,101.637
05/08/1993,97.039,101.901,78.693,100.215
06/08/1993,95.941,100.41,77.687,100.225
09/08/1993,97.13,102.679,76.858,99.066
10/08/1993,97.34,102.47,76.536,99.5
11/08/1993,99.286,100.887,76.101,99.607
12/08/1993,100.726,98.63,76.585,96.819
13/08/1993,100.926,99.383,76.503,97.194
16/08/1993,100.756,100.964,76.38,97.208
17/08/1993,100.915,100.4,75.866,97.992
18/08/1993,100.137,100.92,75.242,97.973
19/08/1993,100.147,100.015,75.657,98.397
20/08/1993,100.682,101.32,76.185,98.443
23/08/1993,101.119,100.956,76.426,99.751
24/08/1993,100.61,100.65,76.346,99.435
25/08/1993,100.414,100.775,75.533,99.492
26/08/1993,100.968,99.501,75.441,98.504
27/08/1993,102.516,100.25,75.785,99.528
30/08/1993,102.15,101.057,75.841,99.577
31/08/1993,100.324,101.555,75.886,98.49
01/09/1993,99.29,100.332,74.949,97.685
02/09/1993,99.63,98.024,75.967,98.034
03/09/1993,98.763,97.87,75.852,98.208
06/09/1993,98.763,97.87,75.852,98.208
07/09/1993,95.372,93.473,75.529,97.217
08/09/1993,95.408,93.4,75.083,97.708
09/09/1993,95.21,94.076,73.957,98.1
10/09/1993,93.977,92.159,74.15,97.353
13/09/1993,94.436,89.709,73.839,98.529
14/09/1993,94.112,90.547,73.659,97.7
15/09/1993,93.52,91.073,73.496,98.46
16/09/1993,93.009,92.611,73.12,98.459
17/09/1993,94.42,92.109,72.014,99.753
20/09/1993,97.022,92.954,71.174,99.665
21/09/1993,97.291,95.333,71.42,98.574
22/09/1993,95.473,92.706,71.388,99.443
23/09/1993,95.667,94.226,71.104,100.913
24/09/1993,95.284,93.845,71.637,101.061
27/09/1993,95.866,92.702,71.287,99.541
28/09/1993,96.978,93.203,70.235,99.013
29/09/1993,99.945,92.3,70.055,98.333
30/09/1993,100.222,93.063,69.55,98.882
01/10/1993,99.602,92.901,69.877,98.313
04/10/1993,97.871,92.584,69.894,97.126
05/10/1993,97.431,92.695,70.271,96.923
06/10/1993,97.563,94.667,70.321,96.988
07/10/1993,97.351,95.365,70.432,97.235
08/10/1993,97.854,95.776,70.903,97.646
11/10/1993,97.854,95.776,70.903,97.646
12/10/1993,98.549,97.762,70.665,98.289
13/10/1993,98.54,97.427,72.072,98.253
14/10/1993,97.681,96.688,71.69,98.343
15/10/1993,97.008,96.668,72.046,98.469
18/10/1993,96.157,97.785,70.797,99.108
19/10/1993,96.448,97.956,70.486,99.097
20/10/1993,96.62,99.361,70.438,99.206
21/10/1993,96.579,99.097,70.612,100.362
22/10/1993,95.635,98.331,70.365,99.937
25/10/1993,93.836,97.956,70.205,99.952
26/10/1993,93.692,97.782,68.722,99.625
27/10/1993,94.664,98.275,68.858,100.073
28/10/1993,93.884,97.727,69.305,99.671
29/10/1993,92.051,97.491,69.464,100.637
01/11/1993,94.486,95.184,68.747,100.336
02/11/1993,93.196,95.239,69.22,101.113
03/11/1993,94.508,96.838,68.898,101.145
04/11/1993,94.152,98.16,69.785,101.743
05/11/1993,92.785,99.986,70.299,101.925
08/11/1993,91.304,99.519,69.955,100.612
09/11/1993,91.003,99.93,69.834,100.338
10/11/1993,90.342,100.42,70.008,103.821
11/11/1993,90.342,100.42,70.008,103.821
12/11/1993,90.202,99.325,70.181,104.803
15/11/1993,90.667,100.015,69.611,105.838
16/11/1993,90.594,99.853,68.989,105.799
17/11/1993,92.412,100.618,69.19,106.746
18/11/1993,91.364,101.022,69.314,107.076
19/11/1993,91.276,101.531,69.949,107.295
22/11/1993,92.075,101.528,70.149,106.412
23/11/1993,89.869,101.096,69.729,106.493
24/11/1993,89.044,100.943,69.773,106.877
25/11/1993,89.044,100.943,69.773,106.877
26/11/1993,87.086,99.898,69.624,107.618
29/11/1993,84.156,98.252,69.374,107.559
30/11/1993,84.149,98.17,69.738,106.042
01/12/1993,83.691,100.511,70.752,106.669
02/12/1993,81.168,100.104,71.088,107.536
03/12/1993,81.378,101.974,70.899,108.197
06/12/1993,78.581,101.899,71.997,107.892
07/12/1993,79.191,102.765,72.84,108.769
08/12/1993,78.059,104.406,72.751,108.971
09/12/1993,77.752,104.069,73.222,108.524
10/12/1993,79.61,104.587,75.029,108.946
13/12/1993,77.497,105.991,76.293,107.934
14/12/1993,78.251,105.736,74.283,108.946
15/12/1993,77.805,105.819,73.352,108.823
16/12/1993,77.601,105.035,73.724,109.033
17/12/1993,76.739,105.336,74.396,109.613
20/12/1993,76.584,106.309,75.084,109.088
21/12/1993,75.323,105.743,75.138,109.202
22/12/1993,76.617,105.185,75.028,110.06
23/12/1993,76.31,105.137,75.198,110.217
24/12/1993,76.31,105.137,75.198,110.217
27/12/1993,76.129,105.958,75.375,110.963
28/12/1993,75.87,105.757,75.457,111.074
29/12/1993,76.862,106.596,76.107,111.186
30/12/1993,75.598,106.438,76.429,111.159
31/12/1993,75.85,106.795,75.839,111.159
03/01/1994,76.603,107.873,74.997,111.175
04/01/1994,77.424,107.824,74.753,110.666
05/01/1994,80.666,106.318,75.363,110.973
06/01/1994,80.836,106.3,74.963,111.58
07/01/1994,80.968,105.03,74.782,111.181
10/01/1994,78.62,105.017,76.31,110.05
11/01/1994,79.968,106.062,76.322,110.431
12/01/1994,78.352,105.511,76.866,110.885
13/01/1994,78.554,106.881,77.506,112.956
14/01/1994,80.258,106.969,79.228,113.024
17/01/1994,80.258,106.969,79.228,113.024
18/01/1994,79.899,108.343,80.39,111.567
19/01/1994,80.405,108.177,80.281,110.282
20/01/1994,79.639,106.83,79.851,110.299
21/01/1994,80.089,104.714,79.553,110.323
24/01/1994,81.843,104.7,79.637,111.175
25/01/1994,81.762,104.641,80,111.01
26/01/1994,83.977,105.446,80.991,110.769
27/01/1994,84.184,103.113,80.998,110.317
28/01/1994,84.669,103.26,80.295,109.389
31/01/1994,84.285,104.857,80.493,109.7
01/02/1994,88.129,106.264,82.662,109.283
02/02/1994,88.86,106.675,83.794,109.281
03/02/1994,86.614,107.955,83.969,109.818
04/02/1994,85.366,107.526,83.35,109.673
07/02/1994,83.522,104.972,83.202,109.346
08/02/1994,84.156,105.82,81.9,109.556
09/02/1994,81.758,106.523,81.555,110.326
10/02/1994,81.796,106.055,80.885,110.471
11/02/1994,82.33,105.298,79.965,110.921
14/02/1994,80.189,106.649,79.714,110.958
15/02/1994,80.126,106.122,80.468,109.968
16/02/1994,79.759,106.198,81.55,110.085
17/02/1994,80.225,105.737,83.031,109.501
18/02/1994,80.152,104.892,82.181,110.089
21/02/1994,80.152,104.892,82.181,110.089
22/02/1994,80.946,104.687,82.258,110.361
23/02/1994,80.577,104.733,81.821,110.847
24/02/1994,82.296,104.154,82.508,110.723
25/02/1994,81.758,104.891,81.847,110.284
28/02/1994,80.759,106.199,81.948,110.008
01/03/1994,81.511,105.105,81.449,110.106
02/03/1994,81.583,105.029,81.01,109.328
03/03/1994,81.417,104.716,81.203,108.142
04/03/1994,80.951,104.773,82.373,108.87
07/03/1994,79.075,104.1,81.287,109.227
08/03/1994,79.176,104.431,81.12,108.441
09/03/1994,79.344,105.526,81.001,108.923
10/03/1994,79.051,107.604,81.388,108.946
11/03/1994,80.028,107.107,82.963,108.996
14/03/1994,79.929,107.751,82.613,110.702
15/03/1994,81.533,107.928,83.234,110.463
16/03/1994,82.614,107.045,84.456,111.411
17/03/1994,81.477,106.404,84.481,110.87
18/03/1994,81.465,107.66,85.066,110.94
21/03/1994,82.698,107.468,83.748,110.491
22/03/1994,82.726,109.176,83.915,110.239
23/03/1994,81.737,108.957,84.07,111.211
24/03/1994,81.862,110.408,83.241,111.243
25/03/1994,82.28,110.607,83.974,110.464
28/03/1994,77.641,109.431,83.953,110.361
29/03/1994,78.82,108.798,83.185,109.813
30/03/1994,79.305,108.728,81.51,110.045
31/03/1994,81.572,110.7,81.437,109.037
01/04/1994,81.572,110.7,81.437,109.037
04/04/1994,86.014,108.519,81.913,106.887
05/04/1994,85.158,107.923,81.531,106.315
06/04/1994,85.394,107.747,80.758,107.802
07/04/1994,84.373,107.251,81.219,107.61
08/04/1994,84.195,107.507,81.322,107.164
11/04/1994,85.441,104.958,81.813,106.046
12/04/1994,84.938,105.301,81.861,106.674
13/04/1994,85.671,105.292,81.695,106.954
14/04/1994,86.95,105.366,81.357,106.254
15/04/1994,88.476,104.766,81.362,105.664
18/04/1994,88.175,104.793,81.003,106.134
19/04/1994,86.748,103.45,80.8,105.727
20/04/1994,87.271,103.85,80.27,106.104
21/04/1994,88.28,103.881,80.687,106.612
22/04/1994,90.142,102.598,81.229,106.313
25/04/1994,90.701,103.356,81.334,107.106
26/04/1994,89.295,103.71,81.137,107.109
27/04/1994,88.497,104.051,81.947,107.886
28/04/1994,87.688,104.412,82.975,108.649
29/04/1994,88.822,105.194,82.982,109.819
02/05/1994,89.268,104.914,83.661,109.663
03/05/1994,88.093,104.438,84.32,109.424
04/05/1994,88.069,104.253,84.326,110.132
05/05/1994,89.39,103.268,84.369,109.556
06/05/1994,90.605,107.12,85.947,110.712
09/05/1994,90.668,106.55,86.907,110.72
10/05/1994,90.137,105.324,85.999,110.737
11/05/1994,90.18,106.811,86.81,111.199
12/05/1994,91.338,106.014,87.03,112.05
13/05/1994,91.444,106.397,89.764,112.504
16/05/1994,90.72,107.831,90.382,115.491
17/05/1994,89.808,107.191,91.873,114.592
18/05/1994,91.268,107.506,91.856,116.67
19/05/1994,92.181,107.176,91.487,117.366
20/05/1994,92.949,108.736,90.8,117.733
23/05/1994,92.207,110.255,93.435,122.259
24/05/1994,91.274,108.794,92.585,118.298
25/05/1994,90.367,108.329,91.118,116.178
26/05/1994,90.561,107.28,90.176,113.995
27/05/1994,91.612,107.446,90.469,114.572
30/05/1994,91.612,107.446,90.469,114.572
31/05/1994,93.545,108.383,90.962,118.36
01/06/1994,93.165,106.501,89.088,117.999
02/06/1994,93.516,106.816,89.723,118.52
03/06/1994,92.889,105.67,90.713,116.743
06/06/1994,92.608,105.384,90.134,113.624
07/06/1994,91.219,105.748,92.449,114.7
08/06/1994,93.245,106.189,93.591,116.308
09/06/1994,93.898,106.554,94.107,115.924
10/06/1994,93.572,106.616,94.453,116.921
13/06/1994,94.348,106.719,95.851,119.854
14/06/1994,94.999,106.928,95.686,119.697
15/06/1994,98.698,108.22,95.301,121.421
16/06/1994,98.298,107.577,96.281,120.439
17/06/1994,100.557,109.58,98.361,121.577
20/06/1994,100.278,108.375,97.495,117.393
21/06/1994,98.897,110.147,97.28,116.911
22/06/1994,98.376,107.891,97.907,114.08
23/06/1994,98.912,107.994,98.185,113.84
24/06/1994,98.711,108.372,97.582,113.857
27/06/1994,97.631,106.223,96.502,116.339
28/06/1994,98.77,106.798,93.511,120.39
29/06/1994,97.139,106.264,94.35,120.587
30/06/1994,98.84,107.218,95.196,120.641
01/07/1994,99.399,107.533,97.245,119.926
04/07/1994,99.399,107.533,97.245,119.926
05/07/1994,99.002,106.849,97.625,115.773
06/07/1994,97.463,105.884,96.782,116.666
07/07/1994,96.524,105.974,96.492,116.519
08/07/1994,97.558,106.123,96.91,117.105
11/07/1994,99.598,107.048,97.552,123.135
12/07/1994,100.677,106.331,97.582,124.106
13/07/1994,100.16,105.226,97.786,124.398
14/07/1994,100.509,105.538,98.8,122.712
15/07/1994,99.423,106.356,99.019,124.083
18/07/1994,98.078,106.339,98.588,124.944
19/07/1994,98.807,106.951,100.205,122.912
20/07/1994,98.499,106.482,99.855,120.318
21/07/1994,98.943,105.895,99.214,120.948
22/07/1994,99.862,106.186,98.303,119.958
25/07/1994,98.872,106.379,99.058,118.98
26/07/1994,98.445,106.923,96.634,119.238
27/07/1994,99.308,107.345,95.571,119.308
28/07/1994,100.506,106.683,95.623,118.249
29/07/1994,103.229,106.193,96.449,118.526
01/08/1994,104.559,106.218,95.421,119.15
02/08/1994,102.628,104.577,95.527,119.42
03/08/1994,102.025,104.204,94.091,118.477
04/08/1994,101.989,104.176,94.093,118.097
05/08/1994,97.943,104.021,93.489,118.071
08/08/1994,98.296,103.709,94.491,114.71
09/08/1994,98.694,103.985,93.505,115.143
10/08/1994,98.124,103.98,94.299,114.8
11/08/1994,96.7,104.605,95.168,116.087
12/08/1994,94.645,103.362,94.471,115.421
15/08/1994,95.16,103.586,93.834,116.713
16/08/1994,94.207,103.905,93.559,117.11
17/08/1994,95.816,103.861,94.319,115.815
18/08/1994,93.892,104.835,94.747,116.601
19/08/1994,92.416,105.349,94.262,116.509
22/08/1994,89.996,105.344,93.628,116.59
23/08/1994,90.476,105.284,94.421,117.971
24/08/1994,91.92,105.97,95.942,117.997
25/08/1994,91.668,105.858,95.803,118.493
26/08/1994,90.555,105.607,96.875,120.331
29/08/1994,92.365,107.663,97.48,120.6
30/08/1994,91.334,107.134,97.945,120.2
31/08/1994,91.571,107.568,99.793,120.396
01/09/1994,91.351,107.579,99.754,120.768
02/09/1994,91.484,107.565,99.596,120.579
05/09/1994,91.484,107.565,99.596,120.579
06/09/1994,92.126,108.054,99.676,122.163
07/09/1994,92.967,108.68,100.036,122.851
08/09/1994,92.68,108.428,100.006,122.305
09/09/1994,92.148,108.966,100.419,122.591
12/09/1994,92.005,108.658,101.817,124.133
13/09/1994,90.254,108.536,100.95,123.936
14/09/1994,88.508,108.019,101.183,122.078
15/09/1994,88.102,107.535,100.587,120.663
16/09/1994,88.723,108.111,102.484,121.487
19/09/1994,90.456,108.106,102.253,121.981
20/09/1994,89.757,110.004,102.69,122.763
21/09/1994,88.905,110.088,102.568,122.765
22/09/1994,90.504,110.761,102.637,122.291
23/09/1994,90.629,110.921,103.539,123.091
26/09/1994,89.429,110.217,102.926,122.463
27/09/1994,88.89,111.444,103.021,121.098
28/09/1994,89.686,110.137,103.345,119.792
29/09/1994,91.343,110.511,102.062,119.8
30/09/1994,92.731,110.149,100.503,118.892
03/10/1994,91.917,110.532,101.457,119.284
04/10/1994,91.435,109.74,102.398,119.622
05/10/1994,90.945,109.728,102.991,119.504
06/10/1994,91.946,109.799,103.708,118.062
07/10/1994,92.067,109.456,103.04,116.159
10/10/1994,92.067,109.456,103.04,116.159
11/10/1994,90.317,108.13,102.519,115.477
12/10/1994,88.15,108.134,103.301,116.668
13/10/1994,87.979,106.997,102.996,116.621
14/10/1994,87.654,107.294,103.874,116.882
17/10/1994,88.259,108.026,103.966,119.249
18/10/1994,88.362,107.574,104.873,117.953
19/10/1994,88.512,107.918,107.111,118.648
20/10/1994,89.443,108.303,107.536,119.965
21/10/1994,88.509,107.574,106.782,118.528
24/10/1994,89.381,107.446,106.922,119.709
25/10/1994,89.689,107.293,108.31,119.12
26/10/1994,91.063,107.81,111.251,118.788
27/10/1994,91.244,107.875,112.439,119.124
28/10/1994,91.287,107.128,112.012,118.398
31/10/1994,90.994,105.817,111.446,117.397
01/11/1994,92.667,106.181,114.381,117.354
02/11/1994,93.091,106.393,114.821,117.119
03/11/1994,92.902,105.911,114.459,117.251
04/11/1994,92.542,105.837,115.288,117.86
07/11/1994,90.429,105.274,113.653,118.417
08/11/1994,91.421,105.699,113.933,119.287
09/11/1994,90.264,105.022,112.735,118.995
10/11/1994,90.333,105.645,113.041,118.614
11/11/1994,90.333,105.645,113.041,118.614
14/11/1994,87.967,105.591,115.929,117.526
15/11/1994,88.468,106.279,116.271,117.32
16/11/1994,86.665,106.274,119.039,117.432
17/11/1994,87.339,106.192,118.987,117.459
18/11/1994,87.331,105.366,119.843,117.01
21/11/1994,87.307,105.298,120.627,115.575
22/11/1994,88.797,105.303,119.374,115.991
23/11/1994,90.353,105.452,118.35,115.329
24/11/1994,90.353,105.452,118.35,115.329
25/11/1994,90.305,105.255,117.31,116.171
28/11/1994,90.234,104.963,115.851,116.952
29/11/1994,89.087,104.524,119.045,115.671
30/11/1994,88.373,103.313,121.003,115.386
01/12/1994,87.049,102.962,122.186,115.418
02/12/1994,83.231,101.055,123.454,116.22
05/12/1994,83.174,100.399,120.728,116.727
06/12/1994,83.583,100.738,120.173,116.856
07/12/1994,84.254,100.71,119.58,117.353
08/12/1994,86.035,101.063,121.933,117.461
09/12/1994,86.221,101.293,121.085,117.137
12/12/1994,85.363,101.829,119.668,117.541
13/12/1994,84.612,101.629,118.95,115.669
14/12/1994,85.228,102.024,120.733,114.712
15/12/1994,84.418,102.46,122.352,116.152
16/12/1994,84.091,102.067,123.031,117.771
19/12/1994,83.545,102.156,121.51,117.315
20/12/1994,83.89,102.949,121.418,118.145
21/12/1994,83.985,102.741,122.583,119.814
22/12/1994,84.13,102.395,123.198,120.152
23/12/1994,84.293,102.277,122.736,121.382
26/12/1994,84.293,102.277,122.736,121.382
27/12/1994,86.575,102.652,124.342,121.901
28/12/1994,87.417,103.66,125.692,121.809
29/12/1994,87.24,103.279,126.057,121.306
30/12/1994,87.814,103.442,126.387,120.36
02/01/1995,87.814,103.442,126.387,120.36
03/01/1995,86.137,101.917,125.578,119.518
04/01/1995,86.043,100.099,124.09,120.51
05/01/1995,86.52,100.937,126.333,120.988
06/01/1995,85.758,99.629,127.623,121.293
09/01/1995,84.495,100.248,128.974,119.818
10/01/1995,84.092,100.447,129.018,120.092
11/01/1995,85.183,101.185,127.963,119.823
12/01/1995,84.736,102.761,129.123,120.21
13/01/1995,83.625,102.12,129.352,119.107
16/01/1995,83.625,102.12,129.352,119.107
17/01/1995,87.583,102.747,130.641,119.826
18/01/1995,87.925,103.266,131.681,119.955
19/01/1995,87.164,103.472,133.858,119.555
20/01/1995,87.691,103.916,134.235,119.471
23/01/1995,85.961,102.615,133.758,119.459
24/01/1995,86.923,102.792,134.775,119.275
25/01/1995,86.46,102.313,132.213,119.092
26/01/1995,86.302,102.436,132.63,119.102
27/01/1995,85.457,100.751,131.587,118.844
30/01/1995,85.863,101.153,130.411,118.215
31/01/1995,86.618,100.437,130.498,117.878
01/02/1995,87.49,100.687,127.467,117.695
02/02/1995,88.002,101.035,128.574,118.761
03/02/1995,89.699,100.75,126.095,117.878
06/02/1995,89.742,100.904,123.443,117.907
07/02/1995,88.234,100.467,120.76,117.583
08/02/1995,87.499,101.008,117.434,117.917
09/02/1995,87.728,101.359,119.959,118.537
10/02/1995,88.19,101.306,121.296,119.614
13/02/1995,87.065,101.065,120.155,119.524
14/02/1995,87.528,101.359,119.964,120.522
15/02/1995,87.513,101.25,119.603,120.459
16/02/1995,88.063,101.254,121.013,120.252
17/02/1995,88.857,101.932,120.939,120.595
20/02/1995,88.857,101.932,120.939,120.595
21/02/1995,88.722,101.803,121.706,121.051
22/02/1995,89.084,102.588,120.029,121.178
23/02/1995,88.483,102.314,119.451,121.335
24/02/1995,89.257,100.706,119.757,122.001
27/02/1995,88.818,99.877,118.948,122.153
28/02/1995,88.782,100.102,115.375,121.858
01/03/1995,87.726,98.846,116.571,122.679
02/03/1995,87.46,99.327,118.233,122.174
03/03/1995,88.153,99.171,121.12,122.063
06/03/1995,87.985,100.183,119.038,123.694
07/03/1995,88.274,102.365,118.528,124.367
08/03/1995,87.357,100.711,120.042,123.99
09/03/1995,86.574,101.405,120.122,123.94
10/03/1995,86.093,101.451,119.889,123.835
13/03/1995,87.082,102.844,120.525,124.409
14/03/1995,86.178,102.864,120.089,123.983
15/03/1995,87.476,103.231,118.46,124.408
16/03/1995,88.744,102.912,118.139,123.15
17/03/1995,88.969,102.491,118.309,123.479
20/03/1995,89.637,102.206,117.742,123.558
21/03/1995,89.403,101.5,118.188,123.053
22/03/1995,92,102.026,122.042,123.175
23/03/1995,91.966,102.308,122.433,122.62
24/03/1995,91.153,101.538,122.94,122.263
27/03/1995,92.494,101.567,122.296,122.112
28/03/1995,92.276,102.539,121.808,122.021
29/03/1995,93.057,102.569,120.83,121.353
30/03/1995,93.217,106.085,122.272,121.01
